,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
41,"frozenset({'DEKALB', 'INDIVIDUAL'})",frozenset({'Social Security Administration'}),0.02240325865580448,0.36591989137813985,0.016293279022403257,0.7272727272727273,1.9875189745319617,1.0,0.00809548104855491,2.324960398280154,0.5082465277777778,0.04379562043795619,0.5698851469729415,0.38589981447124305
42,"frozenset({'FULTON', 'Department of Agriculture'})",frozenset({'STATE GOVERNMENT'}),0.012219959266802444,0.13713509843856075,0.012219959266802444,1.0,7.292079207920793,1.0,0.010544173949834288,inf,0.8735395189003435,0.0891089108910891,1.0,0.5445544554455446
43,"frozenset({'Department of Agriculture', 'STATE GOVERNMENT'})",frozenset({'FULTON'}),0.012219959266802444,0.2545824847250509,0.012219959266802444,1.0,3.9280000000000004,1.0,0.009108971673420965,inf,0.7546391752577318,0.04799999999999999,1.0,0.524
44,frozenset({'Department of Agriculture'}),"frozenset({'FULTON', 'STATE GOVERNMENT'})",0.015614392396469789,0.12763068567549218,0.012219959266802444,0.782608695652174,6.131822386679001,1.0,0.010227083658834813,4.012898845892736,0.8501915708812261,0.09326424870466322,0.7508035865335815,0.4391766882516189
45,"frozenset({'Department of Education', 'STATE GOVERNMENT'})",frozenset({'FULTON'}),0.016293279022403257,0.2545824847250509,0.013577732518669382,0.8333333333333334,3.2733333333333334,1.0,0.009429749060827414,4.472505091649696,0.7060041407867497,0.05277044854881267,0.7764116575591985,0.44333333333333336
46,"frozenset({'Department of Health and Human Services', 'STATE GOVERNMENT'})",frozenset({'FULTON'}),0.0373387644263408,0.2545824847250509,0.0373387644263408,1.0,3.9280000000000004,1.0,0.02783296900211962,inf,0.7743300423131171,0.14666666666666667,1.0,0.5733333333333334
47,"frozenset({'FULTON', 'Department of Homeland Security'})",frozenset({'STATE GOVERNMENT'}),0.013577732518669382,0.13713509843856075,0.010862186014935505,0.7999999999999999,5.8336633663366335,1.0,0.009000202329415332,4.314324507807195,0.8399862353750861,0.07766990291262135,0.7682140047206923,0.43960396039603955
48,"frozenset({'Department of Homeland Security', 'STATE GOVERNMENT'})",frozenset({'FULTON'}),0.010862186014935505,0.2545824847250509,0.010862186014935505,1.0,3.9280000000000004,1.0,0.008096863709707525,inf,0.7536032944406313,0.042666666666666665,1.0,0.5213333333333333
49,"frozenset({'FULTON', 'Department of Transportation'})",frozenset({'STATE GOVERNMENT'}),0.03937542430414121,0.13713509843856075,0.03326544467073999,0.8448275862068966,6.160549675657221,1.0,0.027865691982731488,5.560684921173721,0.8720126920025961,0.23222748815165883,0.8201660381453648,0.5437009218163196
50,"frozenset({'Department of Transportation', 'STATE GOVERNMENT'})",frozenset({'FULTON'}),0.03326544467073999,0.2545824847250509,0.03326544467073999,1.0,3.9280000000000004,1.0,0.0247966451109793,inf,0.7710674157303371,0.13066666666666668,1.0,0.5653333333333334
51,frozenset({'Department of Transportation'}),"frozenset({'FULTON', 'STATE GOVERNMENT'})",0.041412084181941616,0.12763068567549218,0.03326544467073999,0.8032786885245903,6.293773979769796,1.0,0.027979991971347578,4.434544014482917,0.8774498467942418,0.24500000000000005,0.7744976717484214,0.5319584931984653
52,"frozenset({'FULTON', 'Social Security Administration'})",frozenset({'INDIVIDUAL'}),0.028513238289205704,0.4453496266123557,0.028513238289205704,1.0,2.245426829268293,1.0,0.01581487826359882,inf,0.5709294199860238,0.06402439024390244,1.0,0.5320121951219512
53,"frozenset({'FULTON', 'INDIVIDUAL'})",frozenset({'Social Security Administration'}),0.034623217922606926,0.36591989137813985,0.028513238289205704,0.8235294117647058,2.250572956455309,1.0,0.015843914147803714,3.5931206155238735,0.5755977496483826,0.07664233576642336,0.7216903892177855,0.4507257448433919
54,"frozenset({'GWINNETT', 'Social Security Administration'})",frozenset({'INDIVIDUAL'}),0.021045485403937542,0.4453496266123557,0.021045485403937542,1.0,2.245426829268293,1.0,0.011672886337418175,inf,0.5665742024965327,0.04725609756097561,1.0,0.5236280487804879
55,"frozenset({'GWINNETT', 'INDIVIDUAL'})",frozenset({'Social Security Administration'}),0.027155465037338764,0.36591989137813985,0.021045485403937542,0.775,2.1179499072356216,1.0,0.011108760587151668,2.8181338160971565,0.542579294509601,0.056569343065693424,0.6451552462526767,0.4162569573283859
56,"frozenset({'HALL', 'Social Security Administration'})",frozenset({'INDIVIDUAL'}),0.012898845892735914,0.4453496266123557,0.012898845892735914,1.0,2.245426829268293,1.0,0.007154349690675656,inf,0.5618982118294361,0.028963414634146343,1.0,0.5144817073170732
57,"frozenset({'HALL', 'INDIVIDUAL'})",frozenset({'Social Security Administration'}),0.012898845892735914,0.36591989137813985,0.012898845892735914,1.0,2.732838589981447,1.0,0.008178901604762622,inf,0.6423658872077029,0.0352504638218924,1.0,0.5176252319109462
58,frozenset({'HALL'}),"frozenset({'Social Security Administration', 'INDIVIDUAL'})",0.013577732518669382,0.36591989137813985,0.012898845892735914,0.9500000000000001,2.596196660482375,1.0,0.007930483484342978,12.68160217243722,0.6232839497228965,0.03518518518518519,0.9211456102783727,0.4926252319109462
59,"frozenset({'Social Security Administration', 'HENRY'})",frozenset({'INDIVIDUAL'}),0.016293279022403257,0.4453496266123557,0.016293279022403257,1.0,2.245426829268293,1.0,0.009037073293485038,inf,0.5638371290545204,0.036585365853658534,1.0,0.5182926829268293
60,"frozenset({'INDIVIDUAL', 'HENRY'})",frozenset({'Social Security Administration'}),0.02240325865580448,0.36591989137813985,0.016293279022403257,0.7272727272727273,1.9875189745319617,1.0,0.00809548104855491,2.324960398280154,0.5082465277777778,0.04379562043795619,0.5698851469729415,0.38589981447124305
61,frozenset({'HENRY'}),"frozenset({'Social Security Administration', 'INDIVIDUAL'})",0.02240325865580448,0.36591989137813985,0.016293279022403257,0.7272727272727273,1.9875189745319617,1.0,0.00809548104855491,2.324960398280154,0.5082465277777778,0.04379562043795619,0.5698851469729415,0.38589981447124305
