,support,itemsets
315,0.0013577732518669382,frozenset({'WUNDERMAN THOMPSON LLC'})
316,0.0006788866259334691,frozenset({'YORK-BRAWLEY II JV LLC'})
317,0.0006788866259334691,"frozenset({'ZODIAC-POETTKER HBZ JOINT VENTURE II, LLC'})"
318,0.0027155465037338763,"frozenset({'4K GLOBAL-ACC JV, LLC', 'Department of Defense'})"
319,0.0006788866259334691,"frozenset({'ABACUS SOLUTIONS GROUP LLC', 'Department of Homeland Security'})"
320,0.004073319755600814,"frozenset({'ACC CONSTRUCTION CO INC', 'Department of Defense'})"
321,0.0006788866259334691,"frozenset({'ACCENTURE FEDERAL SERVICES LLC', 'General Services Administration'})"
322,0.0006788866259334691,"frozenset({'Department of Health and Human Services', 'ACTION PACT, INC.'})"
323,0.0006788866259334691,"frozenset({'Department of Labor', 'ADAMS AND ASSOCIATES INC'})"
324,0.0006788866259334691,"frozenset({'ADVON CORPORATION', 'Department of Defense'})"
325,0.0006788866259334691,"frozenset({'AECOM TECHNICAL SERVICES, INC.', 'Department of Defense'})"
326,0.0006788866259334691,"frozenset({'AGILE DECISION SCIENCES, LLC', 'Department of Defense'})"
327,0.0006788866259334691,"frozenset({'AIRBOSS DEFENSE GROUP, LLC', 'Department of Health and Human Services'})"
328,0.0006788866259334691,"frozenset({'Department of Defense', 'AKIMA FACILITIES OPERATIONS LLC'})"
329,0.0006788866259334691,"frozenset({'Department of Defense', 'AKTARIUS LLC'})"
330,0.0006788866259334691,"frozenset({'ALBANY AREA PRIMARY HEALTH CARE, INC.', 'Department of Health and Human Services'})"
331,0.0013577732518669382,"frozenset({'ALBANY STATE UNIVERSITY', 'Department of Education'})"
332,0.0006788866259334691,"frozenset({'ALBERICI-MORTENSON A JOINT VENTURE', 'Department of Defense'})"
